Date,Close,High,Low,Open,Volume
2019-01-02,185.13003540039062,185.4374507189027,180.69075843561296,181.27843862849446,2143100
2019-01-03,181.20608520507812,186.19689636996387,180.86251072247973,184.17163626636895,2877700
2019-01-04,186.46815490722656,187.99612612215137,182.13735568509875,183.6110949931492,2761600
2019-01-07,187.15528869628906,189.0720437600183,184.02698649616872,185.81717745157,2226600
2019-01-08,188.55670166015625,189.0358904410038,184.60563606122503,188.64710656834114,2366500
2019-01-09,189.7772674560547,190.97072810539495,187.98709027800135,189.09916857691783,1862900
2019-01-10,190.44630432128906,190.68137360117043,186.2511337061537,188.19501137936498,2340700
2019-01-11,190.32876586914062,190.9978283171268,189.24381055031725,189.9038228515752,1861100
2019-01-14,188.96353149414062,190.4553433296596,188.20406415227478,189.38847451074645,1523100
2019-01-15,190.79893493652344,191.07921359052878,189.03588066458937,189.90383947725385,1681900
2019-01-16,190.03038024902344,191.18768143304612,189.41557735984173,191.18768143304612,1455000
2019-01-17,191.18772888183594,191.35950234635865,189.55123862923378,189.7501487417941,1517100
2019-01-18,193.113525390625,193.62888718549212,191.46801253906762,192.18227065571972,2115400
2019-01-22,192.03759765625,194.8946575870153,190.59099498712268,192.58008227964592,3310800
2019-01-23,191.7574005126953,194.25281428601977,189.86776747127422,192.58016414943526,2220200
2019-01-24,190.14793395996094,192.02852953506093,188.87310496305898,192.02852953506093,1994400
2019-01-25,189.02684020996094,191.96526853138764,188.72847506334747,191.70306258620175,2252300
2019-01-28,190.5638427734375,190.58191547439753,187.43554101298355,188.67419703053815,1999400
2019-01-29,190.14793395996094,190.35588038627853,188.5747536451034,190.15698410629307,1636500
2019-01-30,191.08828735351562,191.82966835612456,189.25290065437554,190.30168319962823,1589800
2019-01-31,194.0538330078125,194.27986598152668,189.61454209303594,190.8984077282176,4341100
2019-02-01,190.11183166503906,194.38837198585946,189.29810462101128,193.48424002313456,3453700
2019-02-04,190.93455505371094,190.94360520150943,187.96900372677604,190.5005756340504,1630300
2019-02-05,191.32333374023438,192.14609700212375,189.5421929627185,191.2148423372447,2074500
2019-02-06,191.31430053710938,191.91101705932942,190.30166350736638,191.91101705932942,1618800
2019-02-07,189.519287109375,190.47119252399747,186.99901263376626,190.44399641214144,2526600
2019-02-08,188.34071350097656,189.01158311626978,186.5275658379106,188.41324106748547,2013700
2019-02-11,189.22010803222656,189.40142004799495,187.4432170779683,189.1566412184366,2376600
2019-02-12,192.10299682617188,192.8735901461776,189.70964237134126,190.43490423136677,2091200
2019-02-13,192.91893005371094,193.56258978066893,191.55906919407468,192.40217628710357,1703000
2019-02-14,193.86172485351562,194.50539829424267,191.4139785270595,192.19363249522735,1411100
2019-02-15,196.24607849121094,196.9532051175414,194.04309643747249,195.04939414928452,2635500
2019-02-19,197.74188232421875,199.08362157256144,196.28229788280606,196.42735301774348,1938100
2019-02-20,196.82627868652344,198.6031697859963,194.9677992482701,197.84163712438152,1785600
2019-02-21,195.1218719482422,196.47267186837684,194.3059610747117,196.36388744076427,1615300
2019-02-22,196.08290100097656,196.354875990684,194.23349597076668,195.06754246150624,1542500
2019-02-25,196.77186584472656,198.62127049609322,196.3185788991424,197.06196229662612,1794000
2019-02-26,197.27955627441406,198.4581051668677,195.93783071217882,196.62682192884654,1884100
2019-02-27,197.678466796875,198.41278953593047,196.22794283914988,196.28233506675076,1482700
2019-02-28,198.3040008544922,199.16524338400228,197.19797947277308,198.0773573555042,2055600
2019-03-01,198.93856811523438,199.96300099369265,195.61144374140713,199.22866455433652,2178200
2019-03-04,198.0048065185547,200.42535714344635,195.70210109270434,199.8360758153607,2444700
2019-03-05,199.28311157226562,200.9058730128468,198.4490512844923,198.4581258781298,2160200
2019-03-06,198.7482452392578,201.17787113262835,197.8416710974316,199.89959827267973,1985300
2019-03-07,196.53611755371094,198.89321484152936,196.0193777084907,197.75093689429173,3279100
2019-03-08,206.5356903076172,207.33346600166573,202.86406293007812,204.41429668585212,6782700
2019-03-11,208.23098754882812,208.4304349386232,205.84669346469187,206.27278435805206,3748400
2019-03-12,211.1954803466797,211.59436127774592,208.42135234955987,208.8021255941768,2647100
2019-03-13,214.2959747314453,215.26600175521935,211.18641859940385,212.36496761106162,2421200
2019-03-14,211.99327087402344,214.29597668961839,211.48559162330957,214.06933317889096,2300300
2019-03-15,211.77565002441406,213.63411529006004,211.39487684653147,212.2923899088798,5075400
2019-03-18,214.486328125,214.56791646076076,211.67595717188107,211.75754550764185,1735400
2019-03-19,214.9033660888672,215.80994007461797,214.214361006435,215.32945696882774,1852300
2019-03-20,214.83987426757812,216.20880968001129,213.75198837792593,214.88520572823438,1499500
2019-03-21,217.16073608398438,217.44178565192814,214.450088599724,214.5679338165037,1617000
2019-03-22,215.36569213867188,217.88596645842665,214.76735004839978,217.35109118070758,1873600
2019-03-25,214.83084106445312,215.83713875393065,213.76107655527218,214.79457035798794,1357100
2019-03-26,216.73464965820312,217.80440032265125,215.18440205420086,215.7646088524079,1193000
2019-03-27,217.0428924560547,217.76815444875004,215.90967491535002,216.40829339990447,1351200
2019-03-28,218.6837921142578,219.34558729342038,217.1970112346522,217.55963531915225,1396700
2019-03-29,219.51779174804688,219.78976667001578,218.27578999869252,219.08264017282812,1968000
2019-04-01,221.3762969970703,221.5757443744697,219.91671237149507,220.3609385908339,1610200
2019-04-02,218.031005859375,221.37626550146794,217.85875461856193,221.20401426065487,1574300
2019-04-03,219.82606506347656,220.79610590732582,218.50247473746572,219.1098776724463,1663600
2019-04-04,221.56661987304688,221.8929869777106,218.71091808215246,219.54496427557808,1319700
2019-04-05,222.8993377685547,224.00535911956152,221.21310962957878,222.07436596839466,1616200
2019-04-08,223.48861694335938,223.769652658211,222.29193267379924,223.00813385024773,1244200
2019-04-09,222.02899169921875,222.72704356222434,221.2130669828845,222.2103036917758,1450200
2019-04-10,222.66363525390625,223.62460145711552,221.84772420712662,222.3644641812281,1556600
2019-04-11,218.70188903808594,221.36720464057774,218.41177875488648,220.85952547819835,2719800
2019-04-12,219.3455352783203,220.04360100032844,218.39362999071264,218.94664058002994,2187600
2019-04-15,223.31637573242188,223.69713515354772,219.35465176747826,219.72633659531587,1859700
2019-04-16,222.41883850097656,223.7605778401034,221.4306762646404,223.60644810304183,1360500
2019-04-17,222.61825561523438,223.43418031867432,221.49411297921475,223.2891251936337,1363000
2019-04-18,222.84490966796875,224.1503781890379,221.8386121690795,223.73334814300017,1365000
2019-04-22,220.67819213867188,222.8086460961924,219.89853811945355,222.2828316336295,1300000
2019-04-23,222.63644409179688,223.4976866232641,219.58129414512695,221.7933230803705,1524600
2019-04-24,224.79408264160156,225.46493851108065,222.6545675671009,222.72708130983867,1156400
2019-04-25,222.65457153320312,224.05975011361284,221.14965543000594,223.20758220566856,1278200
2019-04-26,221.04083251953125,222.9174331089282,219.44525376409737,222.6726543074526,1842900
2019-04-29,221.4578857421875,222.79055056944367,220.7416984007279,222.11062009975055,1429700
2019-04-30,222.59104919433594,222.82675338669165,220.3155540877244,221.90205813214558,1427600
2019-05-01,219.01918029785156,222.52763061921792,218.9829234292767,222.4188323470541,1350400
2019-05-02,220.01644897460938,220.19776101019116,217.95852209604078,219.17332795098264,1237600
2019-05-03,221.76608276367188,222.00180080943235,220.0435980440709,220.54221641023497,905900
2019-05-06,221.41253662109375,221.95648648675947,219.44527294564696,220.16147406321414,1194900
2019-05-07,217.7409210205078,220.061761913503,215.96404385490172,219.13705262670447,1775200
2019-05-08,218.79251098632812,220.34275822428145,215.9368091355727,217.1788107775583,1611900
2019-05-09,221.3196258544922,221.85594559861994,218.31076473166667,218.76527581053645,1919300
2019-05-10,224.54664611816406,225.93744884067175,218.1925765582498,220.83783423461801,2036500
2019-05-13,219.91065979003906,222.64681175338532,218.77438198407785,221.91050595441504,1962800
2019-05-14,220.64697265625,222.79226577744086,219.81067382874565,220.24700063644812,1635100
2019-05-15,222.41036987304688,223.07395192635445,219.2833325530521,220.08327620344306,1194800
2019-05-16,224.928466796875,227.01012163741342,222.90135107181064,223.2831387507076,1800600
2019-05-17,225.75567626953125,227.30101128573654,223.24676603866348,223.5103902527716,1672000
2019-05-20,226.25559997558594,227.2009907473065,224.66481126659968,224.66481126659968,1600500
2019-05-21,227.19190979003906,228.01003808519067,225.52841138477768,226.4465188052951,1504200
2019-05-22,226.8101043701172,228.1736375513335,226.47377062400173,228.1736375513335,1242300
2019-05-23,225.91932678222656,227.18286731205995,224.69214104386026,226.01023456676498,1822800
2019-05-24,224.8011932373047,226.85557841958124,224.31941258008683,226.44652120296317,1340200
2019-05-28,223.9012451171875,227.43734075065927,223.7467130150732,225.96472929591815,3164100
2019-05-29,218.79254150390625,222.50135350649188,217.174483201335,221.91957989063005,2594900
2019-05-30,219.565185546875,221.41959834447897,218.84706421180874,220.11968956657532,2030300
2019-05-31,217.7835235595703,218.76526912439311,211.84761016059718,217.23810473336533,4058100
2019-06-03,219.1379852294922,219.5652128963561,216.4200038975554,217.96533884099802,2512500
2019-06-04,223.26492309570312,223.45582384365565,220.43786375214125,220.89237481142402,1761500
2019-06-05,225.40113830566406,226.1283449288429,222.72861096669243,223.71035655267653,1825500
2019-06-06,228.35548400878906,229.0190663631194,225.20117571259408,225.4375165026159,1487800
2019-06-07,232.71875,233.25506969462518,228.1827248581495,228.30998739366353,2270200
2019-06-10,233.48231506347656,235.28216093709474,232.80961989409667,233.07324405157192,1839500
2019-06-11,233.71865844726562,236.0003127918422,232.9005441067843,235.3549148693812,1613500
2019-06-12,233.8278045654297,235.20950840576953,232.5006259705009,234.14594016165145,1071700
2019-06-13,236.0821533203125,236.2276002046556,234.1186619934155,234.2641088777586,1228500
2019-06-14,236.4821319580078,237.43662196184718,235.35495324914038,236.3457841692186,1287800
2019-06-17,237.64569091796875,238.39109585459144,236.73666862681682,237.3729953270867,1191900
2019-06-18,238.83642578125,240.16361784363932,238.2091983967213,239.6272704640516,2763200
2019-06-19,239.67282104492188,240.07279307304046,237.20027929889733,238.44563540142886,1628400
2019-06-20,243.02703857421875,243.42701047569304,240.48176031564142,240.89083131433333,1745100
2019-06-21,241.9180908203125,244.47244107061246,241.7908143921931,242.49985062286078,2964000
2019-06-24,242.49981689453125,243.59065451667985,242.27256136834637,242.99069659861343,1586100
2019-06-25,242.1271514892578,242.78164861429534,241.21812924565887,242.4453148227489,1182400
2019-06-26,240.3544921875,242.54523837090292,240.2908539944326,242.20890469490064,1334400
2019-06-27,241.41815185546875,242.23629419168975,239.0637872164908,240.80002329397155,1122900
2019-06-28,240.2181854248047,242.1544069073854,239.40004335413775,241.3453639347511,1952500
2019-07-01,239.5727996826172,242.70893749958023,238.01837942345847,242.19078816614163,1955800
2019-07-02,241.31814575195312,241.40905352817376,237.8638721848358,239.90917231458752,1201300
2019-07-03,244.654296875,244.67246733579717,241.01820735193778,241.01820735193778,986500
2019-07-05,243.8452911376953,244.17252592933394,242.04541656018546,243.7998511081341,1081500
2019-07-08,244.89053344726562,245.154157607916,243.02704935092447,243.91787320095136,1236000
2019-07-09,245.40870666503906,246.145012374405,244.06334391968758,244.85418873780995,1400300
2019-07-10,246.72677612304688,246.82675523243188,244.83599473085366,245.48139261649254,1257000
2019-07-11,251.38104248046875,251.5900998616727,247.08135688002486,247.55403850400762,1985600
2019-07-12,254.0171661376953,254.52621635110506,250.89922664527174,251.34463864671625,2046400
2019-07-15,255.0534210205078,255.16252698038443,253.52627047608706,254.47166127360416,1568000
2019-07-16,255.1170654296875,255.77156249908464,254.32622058357325,255.43522873613077,1379200
2019-07-17,255.94422912597656,257.11687525986935,254.72614298907186,255.48061903419693,1716600
2019-07-18,257.17144775390625,257.30779552179644,253.78988440446344,256.52604982512383,1696100
2019-07-19,255.8988494873047,258.4441005616652,255.75340260574748,257.3169219060421,1607600
2019-07-22,254.6807861328125,256.6351784999265,253.90811164130454,255.6352484368667,1459100
2019-07-23,254.6171417236328,256.4169880522167,253.63538214335253,256.207930685814,1117800
2019-07-24,255.28067016601562,255.65337256475632,253.6262709882189,254.37164804454667,1257100
2019-07-25,254.34434509277344,256.2896654930321,253.92620273932673,255.61699808864168,1600200
