Date,Close,High,Low,Open,Volume
2019-01-02,144.20376586914062,144.8477848534854,141.39346060237153,141.94548781391384,4242900
2019-01-03,141.02542114257812,143.72698988770605,140.69086620810228,143.72698988770605,4810500
2019-01-04,145.21578979492188,146.15256664033168,141.78655684126898,142.33857124018056,4762600
2019-01-07,148.07630920410156,149.0298050723557,145.39147128459004,145.39147128459004,4928800
2019-01-08,148.78721618652344,150.20909383182325,146.88022494224782,149.35597490211515,4722400
2019-01-09,150.32620239257812,151.6142658305875,148.1264785740194,148.77049753057003,4922000
2019-01-10,149.76580810546875,149.91636676822924,147.49079868728106,148.904316976058,3605300
2019-01-11,150.05856323242188,150.7694957463111,148.14319962377868,148.8206817450837,3285100
2019-01-14,149.55673217773438,149.9080187641989,147.95920457831153,148.53632281409455,3871400
2019-01-15,147.5995330810547,148.72867837009605,146.537301334415,147.2733375383799,5016100
2019-01-16,148.07630920410156,148.82070498929596,147.0893629380386,148.11813177320474,4075400
2019-01-17,146.2613067626953,146.75479260672296,143.86084214347295,145.54200204147975,6499200
2019-01-18,150.20074462890625,150.58548156158915,147.3569763826646,148.02609907368935,6371100
2019-01-22,148.1348419189453,149.38108282814056,146.6711415493175,148.45267808319275,6272700
2019-01-23,147.95079040527344,148.92937684015084,145.97688596260727,147.69986786140598,4910400
2019-01-24,148.28538513183594,148.48612577335737,146.6209569097837,148.04283469047826,3860100
2019-01-25,150.88658142089844,151.27969051100317,149.38943077317768,150.3680174137192,4501800
2019-01-28,150.4098663330078,150.54369344297623,148.3857791539444,149.69056156999721,4091400
2019-01-29,150.29273986816406,150.67747677706458,148.95449456883773,149.68217135298093,3686900
2019-01-30,152.37542724609375,154.06495972183026,150.3680712790988,150.9451896292858,5197700
2019-01-31,153.50453186035156,154.45802760378862,151.43862228916217,151.806640429165,5138000
2019-02-01,154.2070770263672,154.85946806083598,152.91902653233845,153.9227040651787,4513100
2019-02-04,155.93014526367188,155.93014526367188,153.76387094588006,154.14862080659756,3050200
2019-02-05,155.89666748046875,156.3985128171946,154.47478937635495,156.3148676735879,4135200
2019-02-06,154.4998321533203,156.14754142101793,153.94780500768036,156.14754142101793,3072500
2019-02-07,153.95619201660156,154.66712453410062,152.60121500465726,153.68017841717688,2793400
2019-02-08,154.34930419921875,154.3827673578585,152.82706230495572,153.10307593268345,2792300
2019-02-11,152.9943084716797,155.08530877240096,152.85212198272498,154.73402225337415,3729200
2019-02-12,155.16897583007812,155.90499936153662,153.49617535296954,153.76381679283043,3773200
2019-02-13,157.58616638183594,157.81198524921447,155.50352526772002,155.82136143100675,4146900
2019-02-14,157.000732421875,158.02112921860456,155.5704820520441,156.8250827137541,2600600
2019-02-15,160.9150390625,161.10740754110373,158.12146536903705,158.80730691827642,4997900
